20	40
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	41	41	42	41	41	41	41	41	41	13	14	41	41	42	42	41	41	4
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	26	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	27	15
16	41	42	42	41	41	41	41	42	41	41	41	41	41	41	41	41	41	41	42	42	2	33	17	9	17	17	17	17	17	17	11	17	17	17	17	17	17	32	15
16	26	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	17	17	17	17	17	17	17	17	17	17	11	17	17	17	17	17	32	15
16	31	9	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	9	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	32	15
16	31	17	17	17	17	17	17	17	17	10	17	17	17	17	17	17	17	17	17	17	10	9	17	17	17	17	17	17	17	17	17	17	17	17	10	17	17	32	15
16	31	17	17	17	17	17	17	17	11	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	32	15
16	31	17	17	9	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	32	15
7	43	43	43	43	43	43	43	43	13	14	43	43	43	43	43	43	43	6	35	17	17	17	17	17	17	17	17	17	17	17	17	9	9	17	17	17	17	32	15
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	31	17	17	17	17	17	17	9	17	17	17	17	9	17	17	17	17	17	17	32	15
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	43	43	43	43	6	35	17	10	17	17	17	17	17	17	17	17	17	17	17	32	15
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	31	17	17	9	17	17	17	17	17	17	17	17	17	17	32	15
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	31	17	17	17	17	17	17	17	17	17	17	17	17	17	32	15
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	31	17	17	17	17	17	17	17	17	17	17	17	17	17	32	15
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	31	17	17	17	17	17	17	17	17	17	17	17	17	10	32	15
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	31	9	17	17	17	17	17	17	17	17	17	17	17	17	36	15
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	31	17	17	17	17	17	17	17	36	5	43	43	43	43	43	15
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	43	43	6	35	17	17	17	9	32	15	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	33	17	17	17	17	32	15	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	43	43	13	14	43	43	8	-1	-1	-1	-1	-1	-1
