22	31
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	3	3	5	-1	-1	-1	-1	-1	-1	-1	30	3	3	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	28	29	1	1	4	3	3	3	3	3	5	-1	29	2	2	4	5	-1	30	3	5	-1	-1	-1	-1	-1	-1
-1	-1	30	3	29	1	1	1	1	2	2	2	2	2	4	3	23	1	1	1	4	3	29	2	4	5	-1	-1	-1	-1	-1
-1	28	29	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	4	3	5	-1	-1	-1
-1	24	23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	6	-1	-1
-1	25	19	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	8	-1	-1
-1	26	20	16	23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	6	-1
-1	27	21	17	23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	-1
-1	-1	22	24	23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	-1
-1	-1	30	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	-1
-1	28	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	-1
-1	24	23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	-1
-1	25	23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	-1
-1	26	19	61	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	11	-1
-1	26	20	16	16	23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	39	-1
-1	27	21	17	17	23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	-1	-1
-1	-1	22	18	24	23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	11	-1	-1
-1	-1	-1	-1	24	23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	11	-1	-1
-1	-1	-1	-1	25	19	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	31	31	61	61	9	11	-1	-1
-1	-1	-1	-1	26	20	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	32	32	16	16	11	39	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
