33	33
31	8	9	9	9	9	27	8	53	54	54	54	55	10	8	9	9	9	9	10	8	9	9	9	9	10	8	9	9	9	9	10	32
31	11	18	19	19	20	28	11	50	51	51	51	52	12	11	17	17	17	17	12	11	18	19	19	20	12	11	17	17	17	17	12	32
31	11	21	38	39	23	12	11	45	0	0	0	48	12	11	16	16	16	40	12	11	21	22	22	23	12	11	41	16	16	16	12	32
31	11	24	25	25	26	12	11	44	0	0	0	44	12	11	16	16	16	16	12	11	24	36	37	26	12	11	42	16	16	16	12	32
31	13	15	15	15	15	14	13	43	49	49	49	43	14	13	15	15	15	15	14	13	15	15	15	15	14	13	15	15	15	15	14	32
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	5	1	1	1	32
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	7	1	1	1	32
31	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	32
31	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	1	2	3	3	1	1	1	1	1	1	1	1	1	1	32
31	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	2	3	3	3	1	1	1	1	1	1	1	1	1	1	1	32
31	1	1	1	1	1	1	1	4	5	4	5	1	1	3	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	32
0	1	1	1	1	1	1	1	6	7	6	7	1	1	3	3	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	32
0	1	1	1	1	1	1	1	4	5	4	5	1	1	2	3	3	3	3	1	1	1	1	1	2	1	1	1	1	1	1	1	32
0	1	1	1	1	1	1	1	6	7	6	7	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	32
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32
31	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	4	5	4	5	1	1	1	32
31	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	6	7	6	7	1	1	1	32
0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	5	4	5	1	1	1	32
0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	7	6	7	1	1	1	32
0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32
33	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	59
