47	55
31	29	9	9	9	9	10	8	9	9	9	9	10	8	10	8	9	9	9	9	10	8	9	9	9	9	27	29	27	29	9	9	9	9	27	8	9	9	9	9	10	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	30	17	17	17	17	12	11	18	19	19	20	12	11	12	11	17	17	17	17	12	11	17	17	17	17	28	30	28	30	18	19	19	20	28	11	17	17	17	17	12	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	11	40	16	16	16	12	11	21	22	22	23	12	11	12	11	41	16	16	41	12	11	16	16	16	16	12	11	12	11	21	22	22	23	12	11	16	16	16	16	12	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	11	16	16	16	16	12	11	24	37	25	26	12	11	12	11	42	16	16	42	12	11	16	16	16	16	12	11	12	11	24	25	25	26	12	11	16	16	16	16	12	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	13	15	15	15	15	14	13	15	15	15	15	14	13	14	13	15	15	15	15	14	13	15	15	15	15	14	13	14	13	15	15	15	15	14	13	15	15	15	15	14	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	1	3	1	1	4	5	4	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	3	1	1	1	1	1	1	1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	1	1	1	1	6	7	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	1	1	1	1	4	5	4	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	1	1	1	1	6	7	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	5	1	1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	7	1	1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	60	34	34	34	34	34	34	56	57	57	57	58	34	34	34	34	34	59	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
